# ln a,ln lambda, ln Gamma, ln P_GP, s, gamma_0, P_b, T0_b, K_b, h_b, k_b, P_c, T0_c, K_c, h_c, k_c, P_d, T0_d, K_d, h_d, k_d
2.112968,2.359368,-1.288575,2.699494,0.588816,0.301367,2.252701,1366.170769,0.017257,0.164732,-0.017829,3.690786,1367.274441,1.450737,-0.260257,-0.093569,7.450456,1362.736410,1.569078,-0.077933,0.344250
0.933082,5.677105,1.078104,3.276776,0.235921,0.241080,2.253421,1366.170612,0.560152,-0.024074,0.400144,3.689893,1367.274911,2.185509,-0.166992,0.318979,7.451066,1362.737997,1.524116,-0.175818,-0.215898
1.931302,5.520007,1.766254,3.747015,0.057124,-0.055292,2.253266,1366.170803,0.170603,0.096968,0.193664,3.690560,1367.276086,2.092501,-0.426879,0.068614,7.451657,1362.736974,2.101506,-0.222242,0.498487
1.350364,7.478350,1.797392,3.929050,0.240251,-0.170801,2.253189,1366.170854,0.284925,0.051866,0.001847,3.690937,1367.276961,2.317105,-0.306248,0.095030,7.450731,1362.737233,1.504488,0.101198,0.042957
2.030135,3.832050,1.866068,3.838382,0.000125,0.512016,2.252815,1366.170621,0.189753,-0.363516,-0.094364,3.689903,1367.276215,1.988834,-0.088790,-0.470503,7.451256,1362.737102,1.101554,-0.136311,-0.478625
2.136337,7.212960,1.392003,3.691014,0.006625,0.109904,2.253062,1366.170654,0.556740,-0.099861,0.032015,3.690737,1367.276431,2.273488,-0.340671,-0.313615,7.451558,1362.735855,1.292768,-0.079238,-0.066329
2.082653,7.685212,1.478778,3.922123,0.020611,-0.266294,2.252687,1366.170629,0.981518,-0.079965,-0.762793,3.690747,1367.274970,2.666209,-0.254953,0.080443,7.450883,1362.737913,2.095476,-0.182953,-0.515350
1.533325,1.392240,-0.449061,3.063183,0.036130,0.644892,2.252974,1366.170836,0.543052,-0.269278,0.783842,3.690584,1367.275366,2.355567,-0.079892,0.030260,7.450629,1362.737077,1.117756,0.309111,-0.275427
1.606063,7.774192,1.987302,3.922571,0.111708,-0.001991,2.252596,1366.170850,0.802018,-0.217805,-0.117262,3.689921,1367.274944,2.129519,-0.000036,0.120549,7.451453,1362.735442,1.818206,-0.025366,-0.042052
1.818890,3.817550,0.808698,3.045564,0.613875,0.139610,2.253016,1366.170966,0.731191,0.124841,-0.122743,3.690785,1367.274999,1.994552,-0.305792,0.355577,7.451277,1362.736899,1.228581,0.030020,-0.305560
3.120317,8.337593,1.416319,3.942304,0.247234,-0.931110,2.252834,1366.170938,1.193066,-0.125413,-0.510627,3.690582,1367.275278,2.235219,-0.138815,-0.286876,7.454027,1362.736628,1.473657,-0.202286,0.114249
1.603175,6.059433,1.552082,3.739478,0.091606,0.451703,2.253010,1366.170850,0.717719,-0.340043,0.659538,3.690504,1367.274327,1.981760,-0.385611,0.081049,7.452558,1362.736391,0.869551,0.542846,-0.144156
2.116387,4.640080,1.255314,3.562024,0.030898,-0.253477,2.253166,1366.170861,0.087225,0.466622,0.143136,3.690570,1367.275382,1.926488,-0.315012,0.178059,7.452471,1362.736856,1.778232,0.335092,-0.286568
2.266468,4.700645,0.631023,3.359621,0.162067,0.143197,2.253350,1366.170922,0.553631,0.042557,0.716193,3.690964,1367.274130,2.140296,-0.158881,0.207132,7.450768,1362.737222,1.602320,0.106148,0.098021
1.898319,6.277337,0.799674,3.282663,0.069385,0.208719,2.253199,1366.170895,1.047933,0.006728,0.387826,3.690163,1367.274446,1.787149,-0.041939,0.340156,7.450918,1362.738778,1.071397,0.353739,0.320954
1.923110,2.558467,-0.634484,2.109115,0.031838,0.407349,2.253584,1366.170688,0.043185,-0.265701,0.712320,3.690022,1367.274298,1.919301,0.058971,0.035535,7.451919,1362.736154,1.618793,-0.106877,-0.028061
2.797743,4.862105,0.092970,2.866741,0.752710,0.380613,2.252976,1366.170795,0.433714,-0.056667,0.523708,3.690291,1367.275946,2.022029,-0.303182,0.205253,7.451380,1362.736465,1.424956,0.150087,0.109733
1.932884,6.797801,1.448324,3.658362,0.017975,0.032798,2.253293,1366.170981,0.184247,0.239903,-0.023666,3.690544,1367.274176,2.599778,0.060837,0.043923,7.450927,1362.736791,1.739130,-0.018622,0.082875
2.111525,5.147489,0.949915,3.403291,0.470185,-0.100479,2.252861,1366.170908,0.716419,-0.010244,0.428969,3.690601,1367.275385,1.825441,-0.041843,0.405580,7.451007,1362.736250,1.456667,-0.054499,-0.050164
1.825748,3.581460,1.292347,3.469894,0.117799,0.021853,2.253033,1366.170839,0.600633,-0.763612,0.207481,3.690420,1367.274360,3.074603,-0.261943,0.398881,7.451005,1362.736256,1.591425,-0.244138,0.043080
1.976995,4.300379,1.701968,3.627382,0.438018,0.089384,2.252831,1366.170795,0.044843,-0.249636,-0.267932,3.690205,1367.274848,2.374179,-0.206455,-0.016198,7.452289,1362.736764,1.699860,-0.006024,-0.275279
3.151654,8.463576,1.425320,3.953430,0.069077,-0.083986,2.253283,1366.171089,0.911504,-0.039439,-0.501945,3.690450,1367.274131,2.444510,-0.052070,-0.254046,7.451799,1362.736719,2.045172,-0.214314,-0.286930
2.314670,6.353422,0.650541,3.312490,0.223589,-0.771954,2.252922,1366.170770,0.339798,-0.268874,-0.056520,3.689892,1367.275641,1.615194,-0.218306,0.191382,7.451501,1362.737356,1.785863,0.168249,0.038215
1.932031,6.125302,1.019531,3.259912,0.123069,-0.072576,2.252783,1366.170805,0.466469,0.472613,0.375945,3.690462,1367.275137,2.002660,-0.085635,-0.276107,7.450470,1362.737680,1.978969,-0.070010,0.462952
1.487447,5.008815,1.961959,3.661388,0.026452,0.175664,2.253117,1366.170725,0.517948,-0.288307,-0.046752,3.690752,1367.275251,2.142041,-0.068342,0.019620,7.450896,1362.738397,1.030198,-0.177924,-0.571114
1.633272,5.307558,1.834268,3.442249,0.021992,0.008477,2.253297,1366.170702,0.399199,-0.142984,-0.220953,3.690810,1367.274927,2.249229,-0.070894,0.107516,7.451070,1362.737494,0.870556,0.239716,-0.139976
1.996847,5.610329,0.709477,3.362445,0.001575,-0.201075,2.253331,1366.170752,0.614367,0.073863,-0.020488,3.690210,1367.275781,2.261688,-0.379931,0.082418,7.451685,1362.738173,1.615217,-0.115814,-0.241172
1.536975,2.551147,0.581147,3.685776,0.001093,0.131184,2.253724,1366.170720,0.421961,0.311397,-0.358640,3.690248,1367.274139,1.662658,-0.285073,0.054727,7.451053,1362.738327,1.883562,-0.032420,0.132070
2.140945,6.520035,0.552778,3.276817,0.305684,0.177624,2.252551,1366.170751,0.144115,0.083667,-0.667696,3.690359,1367.273767,2.017404,0.124761,0.143502,7.451605,1362.736355,2.123016,0.088671,0.547171
2.723867,3.219972,-1.259469,3.186140,0.161764,-0.114561,2.253556,1366.170802,0.097629,-0.046318,0.493432,3.690517,1367.274566,1.870380,-0.126035,0.047216,7.450769,1362.738270,1.377555,0.327686,0.066094
2.257415,6.172916,1.649021,3.308434,0.001139,0.065600,2.253339,1366.170951,0.515887,-0.253416,-0.740214,3.690365,1367.275857,2.350261,-0.081931,0.091281,7.451170,1362.737298,1.394843,-0.197347,0.104185
2.251434,3.592230,1.060188,3.436496,0.000021,0.291796,2.253530,1366.170870,1.006271,0.255695,-0.318927,3.690538,1367.274375,2.724519,0.024809,0.055690,7.452457,1362.738735,1.639680,-0.156243,-0.423960
1.590895,3.397494,0.545613,3.726854,0.000915,-0.139211,2.252731,1366.170578,0.205354,0.421166,0.063562,3.690187,1367.275701,2.171587,-0.013148,0.635074,7.451610,1362.737576,1.281364,0.086738,0.404941
1.990178,4.704258,1.330296,3.463498,0.077942,-0.169680,2.252396,1366.170713,0.999989,-0.055277,-0.209769,3.690396,1367.275123,2.095357,0.010165,0.050616,7.452169,1362.738693,1.187545,-0.078971,-0.081519
1.932864,3.459157,1.205057,3.129690,0.004070,0.020662,2.252864,1366.170683,0.547328,0.197639,0.081784,3.690503,1367.275442,2.676833,-0.262531,0.171193,7.451705,1362.736688,1.861291,0.068834,-0.166139
1.817594,2.215344,-0.517957,3.309922,0.064600,0.220405,2.253141,1366.170922,0.585302,0.282496,0.775093,3.690990,1367.275529,2.014159,-0.315632,0.043329,7.451342,1362.736381,1.263439,0.277227,-0.230321
1.974747,6.481087,1.370166,3.653481,0.220962,0.043638,2.253056,1366.170785,0.403562,0.144170,-0.339890,3.690710,1367.275046,2.332399,0.089103,0.049574,7.450735,1362.738509,1.117439,-0.085497,-0.103958
1.847782,5.433605,0.978388,3.147365,0.111031,0.510186,2.252970,1366.170813,1.004914,-0.048653,-0.179090,3.690350,1367.274957,2.587194,-0.187097,0.370384,7.451114,1362.736681,2.220033,-0.053168,0.316164
2.545011,5.309245,0.963970,3.373344,0.315867,0.127533,2.253448,1366.170807,0.108395,0.426532,0.335653,3.690151,1367.276497,2.582842,-0.040047,0.215735,7.451517,1362.737443,1.564066,-0.089214,-0.091374
1.389666,4.975382,1.061418,3.323859,0.222601,0.529177,2.252505,1366.170969,0.195721,0.225581,0.314591,3.690425,1367.275590,1.969284,-0.085453,0.037646,7.452216,1362.737076,1.492212,-0.138243,-0.369191
1.512682,2.807679,-1.123421,2.838008,0.204454,0.000404,2.252746,1366.170818,0.508516,-0.120330,0.377813,3.689890,1367.274482,1.586273,0.036084,0.101111,7.451541,1362.736620,1.365303,-0.045343,0.564290
1.947644,7.475135,1.856898,3.923500,0.139579,-0.203381,2.253518,1366.170583,0.267511,0.028544,0.086158,3.690165,1367.275001,1.784002,0.019896,0.065723,7.451754,1362.737729,1.649052,0.095949,-0.044618
1.765431,5.517323,1.226127,3.339789,0.307168,0.069671,2.253107,1366.170788,0.653443,0.171180,-0.077565,3.690410,1367.275718,2.272761,0.084981,0.265923,7.450602,1362.738235,0.994754,-0.120404,0.234356
2.040350,7.925154,1.907617,3.899688,0.105157,-0.012234,2.253073,1366.170932,1.219803,0.000266,-0.513431,3.690458,1367.275952,2.613721,-0.068735,-0.296311,7.452630,1362.737667,1.514763,-0.198774,-0.171128
1.197106,3.287763,1.199931,3.736477,0.000150,0.335483,2.253625,1366.170784,0.001418,-0.038701,0.035974,3.690508,1367.274353,1.870894,0.004604,0.083285,7.451215,1362.736469,1.314962,0.097220,-0.005676
1.694204,6.466519,0.989912,3.262539,0.001659,0.121333,2.253058,1366.170726,0.785055,-0.102544,0.283668,3.690355,1367.274898,2.169595,-0.076268,0.071961,7.451487,1362.736258,1.904943,0.058637,-0.117022
2.129116,8.065890,1.669650,3.955884,0.171208,0.267497,2.253403,1366.170505,0.669392,0.058447,0.009101,3.690406,1367.275993,2.388883,0.123089,0.104955,7.450762,1362.737607,1.583616,-0.271160,-0.105398
2.368664,6.403591,0.577773,3.304873,0.313190,-0.050754,2.253296,1366.170565,0.000228,-0.063590,-0.133321,3.690142,1367.274857,1.760536,-0.047585,-0.114176,7.451988,1362.737794,2.185454,-0.133911,-0.272154
1.477019,5.920238,1.576016,3.234878,0.251258,-0.070749,2.252919,1366.170761,0.372945,-0.097304,-0.034465,3.690099,1367.275069,2.245610,-0.169466,-0.015630,7.451141,1362.737149,1.799468,-0.100587,-0.127838
1.704440,8.631314,1.945956,3.935838,0.143284,-0.023967,2.253129,1366.170804,0.432933,0.090442,-0.292997,3.690076,1367.275463,2.225207,-0.080460,-0.069259,7.451319,1362.737068,1.944963,0.147272,-0.310669
1.926892,3.476811,1.517859,3.659063,0.002411,0.317602,2.253180,1366.170780,0.014524,0.271889,0.437409,3.690245,1367.274442,2.275159,0.130319,0.040772,7.450260,1362.735011,1.736647,-0.323478,0.101620
1.571667,6.316608,1.528167,3.231471,0.019680,-0.017447,2.253006,1366.170789,0.065947,0.126462,-0.015055,3.690300,1367.276189,2.591826,-0.322753,0.041527,7.452443,1362.737384,1.371544,-0.163774,0.131914
1.301618,2.052506,-1.061573,3.042096,0.010256,0.468904,2.252773,1366.170775,0.192348,-0.204645,-0.237237,3.690466,1367.275186,2.611615,-0.000545,0.163794,7.452151,1362.737536,1.331424,-0.105067,-0.141414
2.858876,6.538096,1.327166,3.748426,0.000082,-0.375946,2.252010,1366.170631,0.956231,0.176103,0.214527,3.689926,1367.274280,1.879561,0.049457,0.005469,7.451618,1362.736318,1.933560,0.305618,0.013926
1.656501,6.189938,1.439351,3.284748,0.002679,-0.118277,2.252773,1366.170726,0.866224,0.035510,0.565540,3.690534,1367.274138,1.880263,-0.104771,0.569051,7.452095,1362.738875,1.745693,-0.147266,0.037256
1.875506,3.026899,1.025842,3.809339,0.004596,-0.048578,2.252624,1366.170689,0.607090,0.140663,0.170049,3.690688,1367.274896,2.011134,-0.160222,0.042502,7.451431,1362.738572,1.787149,0.043089,0.416882
2.023734,5.481775,1.551350,3.679740,0.065250,-0.114527,2.253239,1366.170806,0.084553,0.192443,0.252551,3.690471,1367.276344,2.072179,-0.474160,0.117580,7.452062,1362.736991,2.311921,-0.149871,0.651626
1.713990,2.208089,-2.012831,3.641020,0.582721,0.533039,2.253165,1366.170780,0.740562,0.264848,0.405666,3.690207,1367.274339,1.993020,-0.174389,0.419575,7.450908,1362.738944,1.687481,0.175725,-0.493464
2.013458,8.246567,1.819884,3.947364,0.028968,-0.169655,2.252835,1366.170688,0.943662,-0.060745,-0.676961,3.690770,1367.274923,2.504738,-0.207579,0.080011,7.451362,1362.737976,1.980592,-0.200127,-0.492177
2.116326,3.845363,1.650598,3.719044,0.071035,0.570579,2.253161,1366.170660,0.367372,-0.326704,-0.540450,3.690716,1367.275238,2.470173,-0.361450,-0.018701,7.451293,1362.736737,1.434429,-0.310368,0.342390
2.242895,4.458283,0.839255,3.334781,0.015212,-0.400189,2.253285,1366.170669,0.254251,-0.050478,-0.058115,3.690328,1367.275219,2.834163,-0.030204,0.342564,7.450971,1362.736050,1.825771,-0.085561,-0.293411
2.217310,5.081665,0.135281,3.162231,0.001098,0.037527,2.253492,1366.170783,0.004779,0.457723,0.121076,3.690237,1367.275417,2.070977,-0.136881,-0.179689,7.450178,1362.736762,2.006439,-0.060662,0.708094
1.792575,6.049142,1.440161,3.299740,0.067513,0.051445,2.252795,1366.170735,0.636615,-0.062421,0.222816,3.690307,1367.274454,2.069777,-0.081237,0.426169,7.452184,1362.737613,1.584467,-0.275938,0.061149
1.940710,6.333876,1.123977,3.286683,0.481821,1.022772,2.252336,1366.170861,0.000430,-0.233187,-0.323227,3.690021,1367.275555,2.334380,-0.289530,-0.004909,7.452721,1362.736481,1.410805,0.146072,-0.160929
1.896541,1.914120,-2.445493,3.764469,0.651230,0.510101,2.253406,1366.170815,0.524037,0.292348,0.693640,3.690066,1367.274146,1.763222,-0.059019,0.390370,7.451089,1362.738728,1.674230,0.361185,-0.423876
1.259691,6.844747,1.621410,3.254941,0.044686,-0.308573,2.253224,1366.170852,0.185788,-0.165695,0.148128,3.690324,1367.275163,2.485139,-0.242877,0.203467,7.452384,1362.736496,1.793689,0.268439,0.089823
1.849198,8.356667,1.670496,3.944731,0.171972,-0.088591,2.253740,1366.170789,0.574250,-0.090013,0.050024,3.689814,1367.274575,1.739991,-0.052690,0.035185,7.450525,1362.738161,2.323623,-0.039723,-0.094223
1.636898,6.635658,1.133415,3.227432,0.032666,-0.417815,2.253288,1366.171072,1.222631,-0.696113,0.543502,3.690614,1367.275393,2.345239,-0.052223,0.284941,7.452021,1362.738800,1.691327,0.213144,0.094541
2.389839,8.271095,1.843491,3.929181,0.026509,-0.313545,2.253445,1366.170773,0.821693,0.036696,0.126695,3.690663,1367.274476,2.174415,-0.211522,-0.111187,7.450696,1362.736727,1.629126,0.409205,0.315618
1.912857,5.984184,0.273524,3.289135,0.018941,-0.136263,2.253116,1366.170858,0.545168,-0.056472,0.608749,3.690101,1367.274861,2.543659,0.024133,0.115047,7.451312,1362.736351,1.582584,0.162682,0.210398
1.923064,1.488927,-1.129235,2.941997,0.218929,0.084096,2.253586,1366.170665,0.403011,0.159390,0.012473,3.689977,1367.275168,1.955232,-0.066861,0.140484,7.451971,1362.737757,0.858946,0.204830,-0.605725
2.377997,6.670970,1.419654,3.286183,0.232297,-0.154025,2.252596,1366.170971,0.001263,0.188705,-0.086950,3.690255,1367.275526,2.204309,-0.176068,-0.185180,7.452567,1362.737340,1.720620,0.064362,-0.313718
1.787140,5.868038,1.702032,3.273390,0.008543,0.303003,2.252394,1366.170917,0.018246,-0.251289,0.793495,3.690399,1367.274404,2.858918,-0.334309,0.070798,7.451401,1362.736038,1.415460,0.062019,0.206125
1.486933,6.609905,1.237583,3.268872,0.003034,-0.275138,2.253086,1366.170799,0.686417,-0.206515,-0.050706,3.690086,1367.274481,2.641621,-0.091841,-0.316036,7.450255,1362.736929,1.931152,-0.067232,0.316368
1.927481,8.065341,1.862546,3.961822,0.301989,-0.107919,2.253703,1366.170662,0.235415,0.126739,-0.239528,3.690399,1367.273797,2.271755,-0.166020,-0.132065,7.450835,1362.738018,1.708330,-0.304999,-0.142728
1.928636,1.496908,0.811980,3.494281,0.058842,0.255789,2.252976,1366.170782,0.267318,0.326110,0.314793,3.690444,1367.275381,2.480347,-0.109016,0.480552,7.451566,1362.737377,1.877644,-0.357668,0.384669
1.618011,5.483760,0.827657,3.241641,0.001204,-0.001755,2.252999,1366.170821,0.230686,0.326670,0.140049,3.690370,1367.275765,2.391406,-0.387141,0.157390,7.451256,1362.737146,1.796142,0.149886,-0.015027
2.360150,6.143457,1.765596,3.760734,0.198889,0.239835,2.253208,1366.170541,0.690980,0.442312,0.160332,3.691008,1367.275476,2.169990,0.091908,0.365882,7.450948,1362.738015,2.058357,-0.078908,-0.053096
2.495095,6.806947,0.896361,3.303007,0.000470,-0.054390,2.252781,1366.170821,0.556975,-0.026194,0.342359,3.691102,1367.276429,2.649086,-0.154919,-0.251256,7.449674,1362.737352,1.181254,-0.081899,0.168282
1.236058,4.112759,1.477768,3.471293,0.000110,0.203383,2.253433,1366.170860,0.277828,0.049428,0.718586,3.690594,1367.274802,1.813665,-0.287704,0.339810,7.452822,1362.737722,1.339301,0.217826,-0.361689
2.189427,7.319553,1.418663,3.709178,0.047082,0.129515,2.253090,1366.170660,0.559081,-0.081601,-0.004904,3.690674,1367.276361,2.267198,-0.313600,-0.290194,7.451541,1362.735994,1.299784,-0.098209,-0.079780
1.448146,6.437180,1.062221,3.296283,0.052077,-0.290491,2.252743,1366.170813,0.004877,0.255958,-0.568883,3.690986,1367.276220,2.282860,0.030821,-0.159989,7.451525,1362.738359,1.823535,0.198418,-0.173676
2.256499,6.214144,1.091191,3.324118,0.075241,0.031035,2.252949,1366.170789,0.612282,0.087914,0.067105,3.690821,1367.276544,2.680851,-0.200060,-0.054948,7.450482,1362.737126,1.082858,-0.072561,0.148595
1.822729,6.685814,0.883776,3.284436,0.273842,-0.279175,2.253363,1366.170954,0.033393,0.108894,-0.899963,3.689645,1367.275138,2.234137,-0.255646,0.187273,7.450057,1362.736369,1.438894,-0.116565,-0.287167
1.862760,5.574736,0.287341,3.267236,0.629142,0.895744,2.252909,1366.170625,0.000005,-0.006165,-0.047242,3.689631,1367.275800,2.086036,0.155905,0.305908,7.451745,1362.738969,1.671908,-0.295378,0.150913
2.330154,2.881562,0.437396,3.501886,0.066147,-0.161500,2.252833,1366.171065,0.000459,-0.095065,0.323066,3.690865,1367.274791,2.321594,-0.311616,0.263570,7.451285,1362.736287,1.155604,-0.039213,0.172364
2.043665,6.297619,1.060356,3.253221,0.138244,-0.145645,2.253372,1366.171034,1.473237,-0.730644,0.586793,3.690717,1367.275269,2.072813,-0.099941,0.195709,7.451531,1362.737718,1.914309,0.153759,0.301519
2.163534,7.739378,1.694673,3.953207,0.006048,-0.105664,2.253330,1366.170693,0.155967,-0.009407,-0.371668,3.689759,1367.274941,2.220186,-0.136674,-0.314840,7.449876,1362.735820,1.537718,-0.094267,-0.267451
2.026986,5.013129,0.465513,3.313831,0.017647,-0.152023,2.252937,1366.170789,0.541152,0.322657,-0.003623,3.690631,1367.274534,1.804915,-0.098202,0.311623,7.451446,1362.737613,1.514320,0.173905,-0.064161
1.422873,8.125291,1.361938,3.950962,0.033074,0.288923,2.253498,1366.170790,0.888241,0.121178,0.416476,3.690773,1367.274539,1.934543,-0.077311,0.059746,7.450634,1362.738647,1.552515,-0.020228,0.325724
2.103591,5.337337,0.761910,3.298704,0.071609,-0.111295,2.252683,1366.171010,0.001232,-0.139879,-0.118514,3.690844,1367.275868,1.972194,0.017685,0.009527,7.450778,1362.737427,1.071404,0.054682,0.185177
2.260314,2.291653,-0.946804,3.125701,0.211766,0.227548,2.252997,1366.170971,0.290801,0.270495,0.410165,3.690358,1367.274504,2.623071,-0.121938,0.373229,7.452137,1362.736757,1.187670,0.077200,0.080218
2.610411,9.111858,1.853532,3.952853,0.550647,-0.397822,2.253058,1366.170499,0.737406,-0.185363,0.383085,3.690383,1367.276305,2.064161,0.124863,0.140911,7.452059,1362.737442,2.210062,0.075952,0.458834
1.858420,2.657398,1.130172,3.465276,0.338830,0.028022,2.253126,1366.170699,0.335769,-0.497949,-0.271036,3.690321,1367.274438,2.141540,-0.244102,-0.102485,7.452787,1362.736180,1.740697,-0.010654,-0.078730
2.172467,8.065809,0.608926,3.928219,0.017336,0.023302,2.253172,1366.170717,0.794520,-0.003803,-0.240189,3.690132,1367.274776,2.098002,0.065936,-0.085339,7.451887,1362.737703,1.757157,0.000996,-0.147622
2.218009,7.688879,1.807414,3.899582,0.206130,-0.386269,2.253032,1366.170907,1.195296,0.103962,0.309885,3.690244,1367.276227,2.149448,0.058524,-0.045594,7.450661,1362.736544,2.089287,0.169303,0.345246
2.382377,4.142810,-1.019152,2.671206,0.005610,0.504730,2.253067,1366.170947,0.055434,0.174090,0.891226,3.689963,1367.274952,1.819521,-0.012826,0.213985,7.452679,1362.737914,1.066963,-0.060385,-0.137794
1.964499,6.363311,0.828344,3.265574,0.094257,-0.179380,2.253240,1366.170581,0.985346,-0.020471,-0.489969,3.690987,1367.274803,2.158955,-0.284225,-0.234609,7.452115,1362.736429,1.495789,0.024602,-0.136121
1.870193,6.663529,0.531445,3.277154,0.006067,-0.006089,2.253554,1366.170841,0.039830,0.185110,0.031363,3.690335,1367.275381,2.111464,-0.140993,-0.254132,7.450677,1362.737014,1.907414,-0.091318,0.388022
1.695921,3.498394,1.506183,3.171781,0.006749,-0.015461,2.252873,1366.170749,0.535905,0.274547,-0.286380,3.690278,1367.274937,2.407143,-0.113995,0.479305,7.450938,1362.738151,2.160297,-0.015782,-0.103315
1.954064,8.266865,1.447064,3.961839,0.013437,0.062539,2.253706,1366.170709,1.314610,-0.041334,-0.046737,3.690776,1367.274604,2.288990,0.196684,0.018982,7.451105,1362.737100,0.946632,-0.279070,-0.091720
1.223261,2.947384,0.330733,3.273261,0.000138,0.255607,2.253112,1366.170894,0.153976,0.046205,0.266809,3.690444,1367.276181,2.532789,-0.197816,0.243810,7.450992,1362.736747,1.123800,-0.121054,0.214290
1.553562,4.118221,1.376473,3.750549,0.220048,0.149623,2.253288,1366.170989,0.000364,0.388512,0.030718,3.690364,1367.275333,2.415617,-0.123161,-0.033065,7.452667,1362.738718,1.522193,-0.146675,-0.360878
2.184851,4.498428,-1.047680,2.655257,0.061824,0.256643,2.252945,1366.170865,0.028959,0.076747,0.330955,3.690061,1367.275316,1.955975,-0.071483,0.208493,7.452783,1362.738284,1.065019,-0.093948,-0.466800
1.715029,2.809072,1.338698,3.437724,0.000027,0.461783,2.253208,1366.171063,0.183657,0.178652,0.428096,3.690421,1367.273817,2.375506,-0.094136,0.132609,7.451646,1362.736447,1.658248,-0.073037,0.110835
2.080629,6.806700,1.067678,3.308489,0.130118,0.097044,2.252961,1366.170897,0.524762,0.012057,-0.409574,3.690570,1367.274393,2.362883,0.103453,0.115762,7.451965,1362.737484,2.156041,0.093158,0.411771
2.015108,5.642417,0.510210,3.256999,0.079880,-0.140802,2.253423,1366.170743,0.490983,0.022856,0.011919,3.690802,1367.274252,2.211604,0.001295,0.038925,7.451211,1362.736981,1.705131,-0.140178,-0.101750
1.597386,2.528138,0.150976,3.067542,0.002616,0.384668,2.252900,1366.170809,0.612292,-0.015745,0.794688,3.690325,1367.275768,2.186792,-0.140484,0.015730,7.453422,1362.736246,1.330857,-0.233224,0.206007
1.326090,6.234920,-0.032395,3.289993,0.003951,0.032817,2.253152,1366.170654,0.204453,0.042060,0.077153,3.690303,1367.275514,2.220992,-0.031690,0.148900,7.450998,1362.737110,1.881917,-0.027784,0.074917
1.614947,3.310299,-1.076445,2.759546,0.000209,0.084493,2.252966,1366.170774,0.066442,0.310472,0.450292,3.690612,1367.274278,2.617557,-0.144995,0.176327,7.452193,1362.737033,1.456431,-0.031697,0.042222
1.732168,6.367155,0.948551,3.320891,0.127227,0.312028,2.252847,1366.170928,0.429909,0.197952,0.223622,3.690522,1367.275425,2.130812,-0.164083,0.089536,7.452248,1362.736860,1.685996,0.159668,-0.066798
1.482162,5.703241,0.666527,3.255397,0.023161,0.005459,2.252585,1366.170661,0.237198,0.061827,-0.335586,3.690498,1367.275140,2.235858,0.041042,0.076954,7.451674,1362.738583,1.892261,-0.271201,-0.125720
2.319623,8.130953,1.670331,3.922161,0.142347,0.281089,2.253161,1366.170786,0.609575,0.061585,-0.754999,3.689996,1367.275082,2.401497,-0.251724,-0.150363,7.451113,1362.736692,1.246095,-0.214163,-0.291369
1.687563,4.340442,1.887128,3.748502,0.297135,0.121033,2.253234,1366.170761,0.534700,0.479939,0.356562,3.690464,1367.275967,2.170120,-0.458824,0.188574,7.452084,1362.735606,2.235440,-0.066068,0.688154
1.837045,8.655920,1.901895,3.923130,0.040427,0.015414,2.253258,1366.171100,0.089524,0.435983,0.119835,3.690166,1367.275921,1.951697,-0.180003,0.214678,7.449338,1362.736895,1.725836,-0.007949,0.540374
1.406766,1.267056,-1.753716,2.431828,0.028172,0.113792,2.254045,1366.170615,0.432241,-0.293480,0.459003,3.690978,1367.275848,2.407595,-0.234272,0.205755,7.451422,1362.737413,0.575370,0.122535,0.174951
2.416876,7.653758,1.938925,3.895801,0.202441,-0.148743,2.252999,1366.170739,0.872010,0.002713,-0.151148,3.690110,1367.275364,2.052448,-0.141483,0.014027,7.450558,1362.737172,1.702650,-0.241054,0.129192
1.877750,7.119049,1.641707,3.937490,0.159457,0.343946,2.253553,1366.170535,0.630963,0.041944,0.275275,3.690390,1367.276248,1.961153,0.051211,0.212774,7.450472,1362.737874,1.452684,-0.158371,-0.063669
2.234976,2.732453,0.111182,2.619685,0.119930,0.129614,2.253435,1366.171014,0.852159,0.374801,0.849640,3.690577,1367.274066,1.841943,0.074846,0.255168,7.450219,1362.739216,1.012314,0.091204,-0.032703
1.256593,8.206585,0.397604,3.874713,0.002073,-0.122077,2.253126,1366.170643,0.571705,0.002697,-0.131837,3.690561,1367.274561,2.224356,-0.022033,-0.115770,7.451788,1362.736921,2.059191,0.079474,0.015462
2.075174,6.436500,0.827097,3.290181,0.386221,0.804442,2.253297,1366.170814,0.028829,0.278740,0.138933,3.690259,1367.275862,2.138852,-0.108306,-0.053328,7.452874,1362.739006,1.676364,0.157425,0.373720
2.454778,4.078069,1.254310,3.587919,0.102833,-0.034347,2.252756,1366.170760,0.000683,0.172413,0.086985,3.689916,1367.273130,2.518562,0.001954,0.316227,7.450483,1362.737526,1.951651,-0.024987,0.027496
1.398488,6.451950,1.243619,3.686350,0.125270,-0.033773,2.253310,1366.170901,0.013793,-0.137984,-0.129379,3.690320,1367.275315,2.157587,-0.115481,-0.020113,7.451003,1362.737834,1.655582,-0.058173,-0.032607
2.132224,4.108184,1.182433,3.600106,0.000749,-0.156146,2.252984,1366.170659,0.134079,0.198362,0.812136,3.690156,1367.275724,2.310584,0.149311,0.173539,7.453125,1362.738852,1.799678,-0.050261,-0.105735
